,location,size,total_sqft,bath,balcony,price
2368,Thigalarapalya,3 BHK,2072.0,4.0,2.0,150.0
2369,Malleshwaram,2 BHK,1420.0,2.0,1.0,158.0
2370,Electronics City Phase 1,3 Bedroom,2040.0,3.0,2.0,137.0
2371,Sarjapur  Road,3 BHK,1220.0,3.0,2.0,56.0
2372,8th Phase JP Nagar,4 Bedroom,1200.0,4.0,2.0,145.0
2373,B Channasandra,2 BHK,1300.0,2.0,1.0,79.0
2374,Electronics City Phase 1,2 BHK,1150.0,2.0,2.0,39.0
2375,KR Puram,2 BHK,1470.0,2.0,2.0,86.0
2376,Hosa Road,2 BHK,1063.0,2.0,1.0,31.9
2377,Harappanahalli,2 BHK,1311.0,2.0,2.0,48.0
2378,Dollars Colony,4 BHK,3500.0,4.0,3.0,350.0
2379,Nagarbhavi,4 Bedroom,600.0,2.0,1.0,100.0
2380,Arehalli,3 BHK,1400.0,2.0,2.0,55.0
2381,Kanakpura Road,2 Bedroom,2200.0,2.0,0.0,62.0
2382,Thanisandra,3 BHK,1430.0,2.0,2.0,56.0
2383,Vidyaranyapura,2 BHK,1060.0,2.0,2.0,55.0
2384,Cambridge  road,3 BHK,1000.0,2.0,0.0,110.0
2385,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,145.0
2386,Whitefield,3 BHK,2010.0,3.0,3.0,92.0
2387,Kanakpura Road,3 BHK,1480.0,2.0,2.0,64.23
2388,8th Phase JP Nagar,3 BHK,1230.0,2.0,2.0,43.5
2389,Gottigere,3 BHK,1300.0,3.0,3.0,65.0
2390,Vajarahalli,4 Bedroom,800.0,4.0,0.0,120.0
2391,Frazer Town,4 BHK,4850.0,6.0,2.0,385.0
2392,Singasandra,2 BHK,1100.0,2.0,1.0,52.0
2393,Harlur,3 BHK,1752.12,3.0,2.0,116.0
2394,Marathahalli,2 BHK,957.0,2.0,1.0,46.9
2395,Balagere,1 BHK,645.0,1.0,0.0,41.9
2396,Hennur Gardens,3 BHK,1942.0,3.0,2.0,102.0
2397,Ashirvad Colony,2 BHK,1000.0,2.0,2.0,53.0
2398,Yeshwanthpur,1 BHK,668.0,1.0,1.0,36.85
2399,Cholanayakanahalli,5 Bedroom,3000.0,6.0,3.0,1000.0
2400,Nagarbhavi,3 Bedroom,600.0,2.0,1.0,80.0
2401,Uttarahalli,2 BHK,1089.0,2.0,1.0,43.55
2402,Thanisandra,3 BHK,1800.0,3.0,3.0,90.0
2403,Yelahanka New Town,1 BHK,960.0,2.0,1.0,18.0
2404,Yelahanka,2 BHK,1036.0,2.0,3.0,39.35
2405,Marathahalli,3 BHK,1583.0,3.0,3.0,105.0
2406,7th Phase JP Nagar,4 Bedroom,3300.0,4.0,0.0,150.0
2407,Padmanabhanagar,2 BHK,1100.0,2.0,2.0,65.0
2408,Thyagaraja Nagar,1 Bedroom,800.0,1.0,1.0,100.0
2409,Vittasandra,2 BHK,1246.0,2.0,1.0,65.0
2410,Dodda Nekkundi,2 BHK,850.0,2.0,3.0,28.0
2411,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,51.51
2412,Thanisandra,3 BHK,1697.0,3.0,2.0,114.0
2413,TC Palaya,2 Bedroom,1000.0,2.0,0.0,64.0
2414,HRBR Layout,3 BHK,1567.0,3.0,3.0,90.0
2415,Anekal,2 Bedroom,1200.0,1.0,1.0,36.0
2416,Sarjapur  Road,4 Bedroom,3750.0,6.0,3.0,290.0
2417,Veerannapalya,2 BHK,950.0,2.0,2.0,45.0
2418,Howthinarayanappa Garden,2 BHK,1022.0,2.0,2.0,52.0
2419,Kammasandra,2 BHK,1018.0,2.0,0.0,23.45
2420,Basavanagara,4 Bedroom,2000.0,3.0,2.0,25.0
2421,Bharathi Nagar,2 BHK,1322.0,2.0,2.0,68.0
2422,Marsur,4 Bedroom,1800.0,4.0,2.0,145.0
2423,Doddakallasandra,3 BHK,1460.0,2.0,2.0,58.39
2424,SRINIVASAPURA,2 BHK,990.0,2.0,1.0,44.55
2425,Cambridge Layout,3 BHK,2400.0,3.0,1.0,260.0
2426,Whitefield,3 BHK,1635.0,2.0,2.0,85.0
2427,Rajaji Nagar,4 BHK,3526.0,4.0,1.0,558.0
2428,Padmanabhanagar,4 Bedroom,3400.0,3.0,1.0,210.0
2429,Ramakrishnappa Layout,3 BHK,2770.0,3.0,1.0,460.0
2430,EPIP Zone,4 BHK,2710.0,5.0,0.0,200.0
2431,Maragondanahalli,3 BHK,1533.0,3.0,2.0,85.0
2432,Akshaya Nagar,3 BHK,1720.0,3.0,1.0,134.0
2433,Frazer Town,3 BHK,2000.0,3.0,1.0,200.0
2434,Yeshwanthpur,2 BHK,1185.0,2.0,2.0,75.84
2435,Varthur Road,2 BHK,900.0,2.0,1.0,27.0
2436,Attibele,1 BHK,395.0,1.0,1.0,10.25
2437,Electronic City Phase II,2 BHK,1031.0,2.0,1.0,56.35
2438,3rd Block Banashankari,6 Bedroom,2400.0,8.0,2.0,650.0
2439,Thanisandra,4 BHK,2650.0,4.0,2.0,240.0
2440,Basaveshwara Nagar,5 Bedroom,2400.0,5.0,1.0,415.0
2441,Uttarahalli,3 BHK,1330.0,2.0,2.0,46.55
2442,Hennur,2 BHK,1259.0,2.0,2.0,57.0
2443,Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,2.0,88.0
2444,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,36.0
2445,Whitefield,2 BHK,1216.0,2.0,1.0,79.0
2446,Sarjapur  Road,3 BHK,1428.0,2.0,2.0,66.0
2447,Begur Road,2 BHK,1160.0,2.0,2.0,40.59
2448, ittamadu,3 Bedroom,600.0,2.0,1.0,110.0
2449,Doddakannelli,3 BHK,1475.0,3.0,2.0,70.0
2450,Harlur,3 BHK,1754.0,3.0,2.0,135.0
2451,Rayasandra,3 BHK,1639.0,3.0,1.0,83.0
2452,Hennur Road,3 BHK,1804.0,3.0,2.0,102.0
2453,Whitefield,3 Bedroom,1200.0,3.0,2.0,56.2
2454,Anand Nagar,2 BHK,1135.0,2.0,3.0,55.0
2455,Begur Road,2 BHK,1260.0,2.0,2.0,46.62
2456,Peenya,5 Bedroom,1440.0,5.0,1.0,110.0
2457,Hennur Road,3 BHK,2160.0,3.0,2.0,160.0
2458,Rayasandra,7 Bedroom,700.0,6.0,3.0,85.0
2459,Rachenahalli,2 BHK,1220.0,2.0,2.0,59.5
2460,Margondanahalli,2 Bedroom,1200.0,2.0,0.0,67.0
2461,Yelahanka,2 BHK,1300.0,2.0,3.0,65.0
2462,Cox Town,1 BHK,605.0,1.0,1.0,29.0
2463,Vijayanagar,6 Bedroom,1230.0,4.0,1.0,210.0
2464,Bhoganhalli,2 BHK,1444.0,2.0,1.0,75.97
2465,Amruthahalli,2 BHK,924.0,2.0,1.0,45.0
2466,Kaikondrahalli,2 BHK,1000.0,2.0,1.0,30.0
2467,Vishveshwarya Layout,4 Bedroom,600.0,4.0,0.0,95.0
2468,Patelappa Layout,3 Bedroom,1200.0,3.0,3.0,225.0
2469,Bisuvanahalli,2 BHK,845.0,2.0,1.0,29.0
2470,Kanakpura Road,2 BHK,700.0,2.0,1.0,35.0
2471,Kothanur,2 BHK,1187.0,2.0,2.0,58.0
2472,Kaggadasapura,3 BHK,1625.0,3.0,2.0,55.0
2473, Devarachikkanahalli,2 Bedroom,1200.0,2.0,2.0,83.0
2474,Pulkeshi Nagar,2 BHK,1452.55,2.0,3.0,110.0
2475,"Thanisandra Main Road, ",3 BHK,2357.0,3.0,2.0,151.0
2476,Kaval Byrasandra,2 BHK,1200.0,2.0,1.0,49.5
2477,Budigere,2 BHK,1139.0,2.0,2.0,56.85
2478,Basavangudi,1 Bedroom,600.0,1.0,0.0,97.5
2479,Kanakpura Road,3 BHK,1660.0,3.0,3.0,75.0
2480,Jayanagar,2 BHK,1170.0,2.0,3.0,105.0
2481,Somasundara Palya,2 BHK,1448.0,2.0,2.0,68.0
2482,Kadugodi,3 BHK,1762.0,3.0,3.0,110.0
2483,Kaggadasapura,2 BHK,1105.0,2.0,1.0,38.65
2484,Yelahanka,3 BHK,1825.0,3.0,1.0,105.0
2485, Bhoganhalli,1 RK,296.0,1.0,0.0,22.89
2486,Kumbalgodu,5 Bedroom,1200.0,4.0,1.0,85.0
2487,Thanisandra,2 BHK,1185.0,2.0,2.0,43.0
2488,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.12
2489,Hulimavu,2 BHK,1058.0,2.0,1.0,48.0
2490,Bellandur,2 BHK,1220.0,2.0,2.0,60.0
2491,Sarjapur,2 BHK,925.0,2.0,1.0,25.0
2492,Old Madras Road,2 BHK,1200.0,2.0,1.0,72.0
2493,Kengeri,3 BHK,1160.0,2.0,2.0,40.6
2494,Kengeri Satellite Town,3 Bedroom,600.0,4.0,3.0,72.0
2495,banashankari stage iii sa,3 BHK,1411.0,3.0,2.0,91.72
2496,Bannerghatta Road,3 BHK,1550.0,3.0,2.0,78.0
2497,Green Glen Layout,4 BHK,3250.0,4.0,3.0,230.0
2498,Haralur Road,3 BHK,2475.0,4.0,3.0,130.0
2499,Jakkur,4 BHK,2249.81,788.0,3.0,260.5
2500,7th Phase JP Nagar,4 BHK,2503.0,4.0,0.0,188.0
2501,Marathahalli,4 BHK,2524.0,5.0,2.0,190.0
2502,Kaggadasapura,2 BHK,1063.0,2.0,2.0,42.0
2503,Kanakpura Road,2 BHK,1077.0,2.0,1.0,37.7
2504,Manayata Tech Park,2 BHK,1200.0,3.0,2.0,44.0
2505,Hosakerehalli,4 BHK,1500.0,3.0,2.0,70.0
2506,Jalahalli,2 BHK,1045.0,2.0,2.0,76.77
2507,Kanakapura,3 BHK,1290.0,2.0,3.0,45.15
2508,Hoodi,2 BHK,1400.0,2.0,1.0,78.0
2509,Begur Road,3 BHK,1600.0,3.0,2.0,58.14
2510,Jayanagar,3 BHK,3095.0,3.0,3.0,375.0
2511,Nagavara,3 BHK,1545.0,2.0,1.0,58.0
2512,Sarjapur  Road,3 BHK,1680.0,3.0,1.0,112.0
2513,Amruthnagar,2 BHK,1350.0,2.0,1.0,67.5
2514,Gottigere,2 BHK,950.0,2.0,1.0,38.0
2515,Thanisandra,2 BHK,1050.0,2.0,2.0,45.0
2516,Banashankari Stage V,3 BHK,1305.0,2.0,2.0,49.0
2517,Hosakerehalli,4 Bedroom,800.0,4.0,2.0,120.0
2518,Kodichikkanahalli,5 BHK,2700.0,7.0,2.0,125.0
2519,MS Pallya,3 Bedroom,1100.0,3.0,1.0,78.0
2520,Thanisandra,6 Bedroom,3500.0,5.0,0.0,160.0
2521,Begur Road,3 BHK,1634.0,3.0,1.0,83.33
2522,Prithvi Layout,2 BHK,1352.0,2.0,2.0,85.0
2523,Balagere,2 BHK,1145.0,2.0,2.0,65.0
2524,Alfa Garden Layout,2 BHK,1240.0,2.0,3.0,43.79
2525,7th Phase JP Nagar,3 BHK,2200.0,3.0,2.0,190.0
2526,Bommasandra Industrial Area,2 BHK,1020.0,2.0,1.0,39.0
2527,Palace Guttahalli,4 BHK,3600.0,4.0,3.0,365.0
2528,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,1.0,61.0
2529,Electronic City Phase II,2 BHK,1205.0,2.0,1.0,75.0
2530,Yeshwanthpur,2 BHK,1195.0,2.0,2.0,100.0
2531,CV Raman Nagar,2 BHK,1028.0,2.0,1.0,49.0
2532,Akshya Nagar,2 BHK,1175.0,2.0,2.0,48.27
2533,Pai Layout,3 BHK,1550.0,2.0,2.0,90.0
2534,Yeshwanthpur,3 BHK,1826.0,3.0,2.0,165.0
2535,Hoodi,5 Bedroom,2400.0,5.0,2.0,160.0
2536,Yelahanka,3 BHK,1603.0,3.0,2.0,96.0
2537,Marathahalli,3 BHK,1350.0,3.0,1.0,72.0
2538,KR Puram,1 BHK,714.0,1.0,1.0,28.0
2539,Whitefield,2 BHK,1215.0,2.0,3.0,65.0
2540,Malleshpalya,3 BHK,1405.0,2.0,2.0,77.0
2541,KR Puram,2 BHK,1142.0,2.0,1.0,51.0
2542,Akshaya Vana,4 Bedroom,4000.0,4.0,3.0,170.0
2543,Whitefield,3 BHK,1870.0,3.0,2.0,90.0
2544,Subramanyapura,2 BHK,1313.0,2.0,2.0,73.0
2545,Hennur Gardens,3 BHK,1945.0,3.0,3.0,120.0
2546,Thanisandra,3 BHK,1573.0,3.0,2.0,95.0
2547,Sarjapur  Road,2 BHK,1255.0,2.0,1.0,92.0
2548,Benson Town,4 BHK,1400.0,3.0,2.0,91.15
2549,Kannamangala,2 BHK,1235.0,2.0,2.0,43.63
2550,Sarjapur  Road,3 BHK,1380.0,2.0,1.0,52.0
2551,Ramamurthy Nagar,7 Bedroom,1500.0,9.0,2.0,250.0
2552,Vittasandra,2 BHK,1238.0,2.0,1.0,67.0
2553,Chennammana Kere,3 BHK,1465.0,2.0,3.0,74.72
2554,Thigalarapalya,2 BHK,1418.0,2.0,2.0,103.0
2555,Victoria Layout,3 BHK,1650.0,3.0,1.0,165.0
2556, Anekal,1 RK,351.0,1.0,1.0,16.0
2557,Uttarahalli,2 BHK,1279.0,2.0,2.0,48.0
2558,Kasavanhalli,3 Bedroom,1870.0,3.0,1.0,200.0
2559,BCC Layout,4 Bedroom,1500.0,5.0,1.0,230.0
2560,Hebbal,3 BHK,2526.0,2.0,2.0,250.0
2561,Mathikere,3 Bedroom,1550.0,2.0,1.0,150.0
2562,Rajaji Nagar,4 BHK,3436.0,788.0,3.0,424.5
2563,Uttarahalli,3 BHK,1845.0,2.0,1.0,68.27
2564,Motappa Layout,3 BHK,1360.0,2.0,1.0,59.27
2565,Friends Colony,3 BHK,1150.0,2.0,1.0,75.0
2566,Whitefield,2 BHK,1260.0,2.0,2.0,49.5
2567,Doddabidrakallu,3 Bedroom,1200.0,3.0,1.0,74.0
2568,Dasanapura,2 BHK,965.0,2.0,1.0,42.5
2569,Hoodi,3 BHK,1350.0,2.0,3.0,48.0
2570,Bhoganhalli,2 BHK,1447.0,2.0,1.0,75.97
2571,Arehalli,3 BHK,1229.0,3.0,1.0,86.03
2572,Kudlu,2 BHK,1027.0,2.0,2.0,43.0
2573,Gottigere,2 BHK,1153.0,2.0,1.0,48.5
2574,Whitefield,4 BHK,2830.0,5.0,0.0,145.5
2575,Malleshpalya,2 BHK,1065.0,2.0,2.0,50.0
2576,Tala Cauvery Layout,2 BHK,1030.0,2.0,3.0,61.0
2577,Mallasandra,2 BHK,1340.0,2.0,2.0,61.0
2578,Marathahalli,4 BHK,4000.0,5.0,3.0,212.0
2579,Sri Balaji Krupa Layout,1 Bedroom,600.0,1.0,0.0,32.0
2580,Begur Road,3 BHK,1410.0,2.0,3.0,44.42
2581,Varthur,2 BHK,1055.0,2.0,2.0,45.35
2582,Yelahanka,2 BHK,1304.0,2.0,1.0,79.0
2583,Sadashiva Nagar,4 BHK,2720.0,4.0,1.0,485.0
2584,Kammasandra,2 BHK,990.0,2.0,1.0,31.5
2585,7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,39.33
2586,Tumkur Road,1 BHK,596.0,1.0,0.0,30.09
2587,Sonnenahalli,2 BHK,1120.0,2.0,2.0,43.0
2588,Haralur Road,2 BHK,1300.0,2.0,2.0,73.0
2589,Tumkur Road,2 BHK,1239.0,2.0,1.0,82.0
2590,Sarjapur  Road,3 BHK,1403.0,3.0,3.0,51.63
2591,Hosa Road,2 BHK,1365.0,2.0,1.0,92.0
2592,8th block Koramangala,2 BHK,1165.0,2.0,1.0,135.0
2593,Subramanyapura,3 BHK,1130.0,2.0,3.0,45.19
2594,Green Glen Layout,3 BHK,1776.42,3.0,2.0,105.0
2595,Vidyaranyapura,4 Bedroom,900.0,4.0,3.0,175.0
2596,Haralur Road,2 BHK,1194.0,2.0,2.0,47.0
2597,Bidadi,2 BHK,1107.0,2.0,2.0,33.0
2598,Nagavara,3 BHK,2319.0,3.0,2.0,180.0
2599,Nallurhalli,3 BHK,1520.0,3.0,3.0,80.0
2600,Kannamangala,3 BHK,1536.0,3.0,1.0,89.0
2601,Teachers Colony,4 BHK,3000.0,4.0,2.0,240.0
2602,Belathur,2 BHK,1050.0,2.0,1.0,38.0
2603,Hoodi,3 BHK,1850.0,3.0,2.0,146.0
2604,Billekahalli,2 BHK,1112.0,2.0,2.0,62.0
2605,Marathahalli,3 BHK,1535.0,3.0,2.0,72.5
2606,Kanakpura Road,2 BHK,1050.0,2.0,1.0,35.0
2607,Banashankari,4 Bedroom,2400.0,3.0,2.0,370.0
2608,7th Phase JP Nagar,3 BHK,1250.0,3.0,2.0,65.0
2609,Kalena Agrahara,2 BHK,1187.0,2.0,3.0,52.0
2610,9th Phase JP Nagar,2 BHK,1164.0,2.0,1.0,56.0
2611,Electronic City Phase II,3 BHK,1395.0,2.0,1.0,62.78
2612,Arekere,3 BHK,2072.0,3.0,2.0,108.0
2613,Kanakpura Road,3 BHK,1450.0,3.0,3.0,60.91
2614,Bannerghatta Road,3 BHK,1550.0,3.0,2.0,82.0
2615,Sampige Layout,2 BHK,1315.0,2.0,2.0,90.0
2616,Hebbal,4 BHK,3067.0,4.0,3.0,230.0
2617,Amruthnagar,2 BHK,1210.0,2.0,2.0,72.0
2618,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,47.0
2619,Sathya Sai Layout,6 BHK,11338.0,9.0,1.0,1000.0
2620,Virgonagar,3 BHK,1215.0,3.0,1.0,42.2
2621,Kaggadasapura,3 BHK,1470.0,2.0,2.0,75.0
2622,Dodsworth Layout,4 Bedroom,30000.0,4.0,3.0,2100.0
2623,Hosur Road,3 BHK,1590.0,2.0,2.0,125.0
2624,Kanakpura Road,2 BHK,1050.0,2.0,1.0,36.75
2625,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,1.0,55.91
2626,Malleshwaram,3 BHK,2000.0,3.0,2.0,250.0
2627,"Kudlu Village, ",3 BHK,1445.0,3.0,2.0,64.0
2628,Sarjapur  Road,3 BHK,1220.0,3.0,2.0,58.0
2629,Sarjapur,4 Bedroom,3190.0,3.0,1.0,160.0
2630,Ramagondanahalli,2 BHK,1215.0,2.0,1.0,51.26
2631,Budigere,3 BHK,1920.0,2.0,1.0,88.0
2632,Dodda Nekkundi,2 BHK,1390.0,2.0,2.0,60.0
2633,Battarahalli,3 Bedroom,800.0,2.0,1.0,75.0
2634,Nagarbhavi,3 Bedroom,600.0,3.0,2.0,100.0
2635,Hoodi,2 BHK,1196.0,2.0,0.0,71.74
2636,Bannerghatta Road,3 BHK,1550.0,2.0,2.0,75.0
2637,Thigalarapalya,2 BHK,1418.0,2.0,2.0,101.0
2638,Varthur Road,3 BHK,1655.0,3.0,2.0,115.0
2639,KR Puram,2 BHK,1115.0,2.0,2.0,33.45
2640,Rajiv Gandhi Nagar,2 BHK,1170.0,2.0,2.0,68.0
2641,Anekal,2 BHK,1035.0,2.0,2.0,38.3
2642,Singasandra,3 BHK,1306.0,2.0,2.0,58.0
2643,Kengeri,2 BHK,750.0,2.0,2.0,22.0
2644,Thanisandra,3 BHK,1917.0,3.0,3.0,122.0
2645,Kaggadasapura,3 BHK,1615.0,3.0,3.0,58.0
2646,Marathahalli,2 BHK,1071.0,2.0,2.0,52.25
2647,Koramangala,2 BHK,1325.0,2.0,2.0,119.0
2648,Malleshwaram,7 Bedroom,3000.0,4.0,2.0,900.0
2649,5th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,88.0
2650,Tumkur Road,2 BHK,1246.0,2.0,1.0,82.0
2651,Sarjapur,2 BHK,1215.0,2.0,0.0,40.0
2652,Munnekollal,2 BHK,1200.0,2.0,2.0,49.5
2653,Kurubarahalli,4 Bedroom,450.0,3.0,1.0,53.0
2654,Kodigehaali,2 BHK,1200.0,2.0,2.0,60.0
2655,Kaval Byrasandra,2 BHK,945.0,2.0,2.0,50.0
2656,Benson Town,4 BHK,4460.0,5.0,3.0,650.0
2657,Hormavu,2 BHK,1175.0,2.0,1.0,52.0
2658,Whitefield,2 BHK,920.0,2.0,1.0,63.0
2659,Hosakerehalli,4 BHK,3024.0,5.0,1.0,350.0
2660,Bidadi,2 Bedroom,1600.0,2.0,2.0,110.0
2661,Sanjay nagar,4 Bedroom,750.0,2.0,0.0,110.0
2662,Sector 4 HSR Layout,4 Bedroom,2400.0,4.0,3.0,700.0
2663,Bhagyalakshmi Avenue,2 BHK,955.0,1.0,2.0,34.01
2664,Ardendale,3 BHK,1750.0,3.0,3.0,100.0
2665,Uttarahalli,3 BHK,1425.0,2.0,2.0,64.0
2666,Basavangudi,3 BHK,2150.0,3.0,2.0,265.0
2667,Whitefield,2 BHK,1165.0,2.0,1.0,40.5
2668,Kaggadasapura,2 BHK,1050.0,2.0,2.0,48.0
2669,Cholanayakanahalli,3 BHK,1370.0,2.0,2.0,75.0
2670,Electronic City,3 BHK,1374.0,2.0,1.0,72.0
2671,Harlur,3 BHK,1754.0,3.0,2.0,124.0
2672,Kothanur,3 BHK,1847.0,3.0,2.0,110.0
2673,Ambedkar Nagar,3 BHK,1850.0,4.0,3.0,139.0
2674,Chikka Tirupathi,3 Bedroom,3297.0,3.0,1.0,135.0
2675,Doddakannelli,2 BHK,1187.0,2.0,2.0,45.0
2676,Bommasandra Industrial Area,3 BHK,1400.0,2.0,1.0,40.44
2677,Kengeri Hobli,3 Bedroom,600.0,2.0,0.0,30.0
2678,Chamrajpet,2 BHK,1350.0,2.0,3.0,180.0
2679,Doddaballapur,3 Bedroom,3000.0,2.0,2.0,120.0
2680,Thanisandra,1 BHK,693.0,1.0,1.0,34.3
2681,Dairy Circle,3 BHK,1980.0,3.0,2.0,224.0
2682,KR Puram,2 BHK,1021.0,2.0,1.0,48.0
2683,Thigalarapalya,2 BHK,1165.0,2.0,2.0,95.0
2684,Horamavu Agara,3 BHK,1756.0,3.0,2.0,92.0
2685,Bharathi Nagar,3 BHK,1739.0,3.0,1.0,105.0
2686,Varthur,2 BHK,1280.0,2.0,3.0,65.0
2687,Marathahalli,2 BHK,1215.0,2.0,2.0,58.86
2688,Munnekollal,2 BHK,950.0,2.0,1.0,46.5
2689,Kengeri,3 BHK,1082.0,2.0,1.0,49.0
2690,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,42.0
2691,Devanahalli,2 BHK,1080.0,2.0,0.0,53.35
2692,Arekere,2 BHK,1100.0,2.0,2.0,55.0
2693,Ardendale,4 Bedroom,3200.0,4.0,1.0,205.0
2694,Sarjapur  Road,2 BHK,1311.0,2.0,1.0,78.0
2695,Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,1.0,67.98
2696,Begur Road,2 BHK,1160.0,2.0,2.0,36.0
2697,Whitefield,2 BHK,1170.0,2.0,1.0,71.0
2698,Kengeri,2 BHK,1155.0,2.0,2.0,40.6
2699,Hebbal,3 BHK,1255.0,2.0,1.0,77.68
2700,Rayasandra,2 BHK,1065.0,2.0,2.0,44.95
2701,Neeladri Nagar,1 BHK,674.0,1.0,1.0,21.0
2702,Ambedkar Nagar,3 BHK,1936.0,4.0,2.0,126.0
2703,Sarakki Nagar,3 BHK,2289.0,3.0,2.0,260.0
2704,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,38.45
2705,Ramagondanahalli,3 BHK,2257.0,4.0,2.0,157.0
2706,Nagarbhavi,2 BHK,1055.0,2.0,2.0,55.0
2707,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,3.0,51.87
2708,Dinnur,3 BHK,1700.0,3.0,1.0,97.0
2709,Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,2.0,78.0
2710,Frazer Town,3 BHK,3500.0,4.0,2.0,330.0
2711,Rajiv Nagar,2 BHK,1263.0,2.0,1.0,93.32
2712,KR Puram,3 BHK,1255.0,3.0,0.0,69.315
2713,Kengeri Satellite Town,2 BHK,1043.0,2.0,2.0,65.0
2714,Hennur,2 BHK,1255.0,2.0,2.0,53.5
2715,JP Nagar,2 BHK,1300.0,2.0,0.0,93.865
2716,Chandapura,1 BHK,590.0,1.0,0.0,13.57
2717,Yelahanka,3 Bedroom,1550.0,3.0,1.0,120.0
2718,Sarjapur  Road,3 BHK,1220.0,3.0,3.0,56.0
2719,Rustam Bagh Layout,3 BHK,1900.0,3.0,3.0,160.0
2720,Vasantha Vallabha Nagar,3 BHK,1360.0,3.0,3.0,55.0
2721,Vyalikaval,2 BHK,1100.0,2.0,1.0,75.0
2722,8th Phase JP Nagar,3 BHK,1455.0,3.0,2.0,73.31
2723,KR Puram,2 BHK,1035.0,2.0,1.0,40.5
2724,Harlur,2 BHK,1152.0,2.0,2.0,69.0
2725,Bellandur,2 BHK,1299.0,2.0,2.0,82.0
2726,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75.0
2727,Rachenahalli,2 BHK,1050.0,2.0,2.0,52.5
2728,Pai Layout,2 BHK,1050.0,2.0,2.0,40.0
2729,Vittasandra,2 BHK,1246.0,2.0,1.0,67.4
2730,"Sarjapur Road, ",3 BHK,1929.0,3.0,2.0,115.0
2731,Hennur,2 BHK,1285.0,2.0,1.0,60.0
2732,Margondanahalli,3 Bedroom,1200.0,2.0,0.0,65.0
2733,"Banaswadi, ",4 BHK,3161.0,4.0,3.0,214.0
2734,BTM 2nd Stage,3 BHK,1850.0,3.0,3.0,170.0
2735,Sompura,3 BHK,1025.0,2.0,0.0,37.0
2736,Malleshwaram,2 BHK,1124.0,3.0,2.0,80.0
2737,Balagere,2 BHK,1012.0,2.0,1.0,54.59
2738,Giri Nagar,7 BHK,4500.0,5.0,3.0,250.0
2739,8th Phase JP Nagar,2 BHK,871.0,2.0,2.0,55.0
2740,Chinnapanahalli,2 BHK,1020.0,2.0,2.0,40.0
2741,Rachenahalli,3 BHK,1550.0,3.0,3.0,73.5
2742,Anand Nagar,3 Bedroom,3515.0,3.0,1.0,420.0
2743,Akshaya Nagar,3 BHK,1410.0,2.0,2.0,80.0
2744,Chikka Tirupathi,4 Bedroom,3500.0,5.0,3.0,150.0
2745,Whitefield,2 BHK,1118.0,2.0,1.0,75.0
2746,Thanisandra,2 BHK,1098.0,2.0,1.0,68.0
2747,Kanakapura,2 BHK,1130.0,2.0,1.0,45.2
2748,Sarjapur  Road,2 BHK,1145.0,2.0,2.0,75.0
2749,Kadugodi,3 Bedroom,950.0,3.0,1.0,80.0
2750,Balaji Gardens Layout,2 BHK,1051.0,2.0,1.0,33.0
2751,Thavarekere,7 Bedroom,600.0,7.0,3.0,108.0
2752,Marathahalli,2 BHK,1102.0,2.0,2.0,53.67
2753,Jalahalli,2 BHK,1478.0,2.0,2.0,125.0
2754,Chandapura,1 BHK,645.0,1.0,1.0,16.45
2755,Hebbal,2 BHK,823.0,2.0,1.0,50.63
2756,Abbigere,2 BHK,880.0,2.0,1.0,35.0
2757,KR Puram,4 Bedroom,600.0,5.0,2.0,75.0
2758,Budigere,3 BHK,1991.0,4.0,2.0,100.0
2759,TC Palaya,3 BHK,1100.0,3.0,1.0,50.0
2760,Gubbalala,3 BHK,1745.0,3.0,2.0,115.0
2761,HAL 2nd Stage,2 BHK,1226.0,3.0,1.0,135.0
2762,Begur Road,3 Bedroom,680.0,4.0,1.0,68.0
2763, Devarabeesana Halli,2 BHK,1100.0,2.0,1.0,70.0
2764,Banashankari Stage VI,4 Bedroom,1200.0,4.0,3.0,195.0
2765,5th Phase JP Nagar,2 BHK,1450.0,2.0,1.0,58.0
2766,Singasandra,4 BHK,3366.0,4.0,3.0,120.0
2767,Sahakara Nagar,2 BHK,1150.0,2.0,1.0,54.0
2768,Kanakpura Road,3 BHK,1843.0,3.0,2.0,95.84
2769,Banashankari Stage VI,4 Bedroom,2200.0,4.0,2.0,195.0
2770,Bommanahalli,2 BHK,1090.0,3.0,2.0,44.0
2771,Kaggadasapura,2 BHK,1132.0,2.0,2.0,42.0
